date,datetime,wait_time(posted),wait_time(actual)
2018-01-04,2018-01-04 18:39:00,85.0,
2018-01-04,2018-01-04 18:44:00,85.0,
2018-01-04,2018-01-04 18:51:00,85.0,
2018-01-04,2018-01-04 19:00:00,85.0,
2018-01-04,2018-01-04 19:04:00,105.0,
2018-01-04,2018-01-04 19:11:00,105.0,
2018-01-04,2018-01-04 19:18:00,105.0,
2018-01-04,2018-01-04 19:27:00,105.0,
2018-01-04,2018-01-04 19:31:00,105.0,
2018-01-04,2018-01-04 19:37:00,105.0,
2018-01-04,2018-01-04 19:50:00,125.0,
2018-01-04,2018-01-04 19:51:00,125.0,
2018-01-04,2018-01-04 20:00:00,125.0,
2018-01-04,2018-01-04 20:02:00,125.0,
2018-01-04,2018-01-04 20:18:00,125.0,
2018-01-04,2018-01-04 20:19:00,125.0,
2018-01-04,2018-01-04 20:29:00,125.0,
2018-01-04,2018-01-04 20:31:00,125.0,
2018-01-04,2018-01-04 20:39:00,125.0,
2018-01-04,2018-01-04 20:46:00,125.0,
2018-01-04,2018-01-04 20:51:00,125.0,
2018-01-04,2018-01-04 21:00:00,125.0,
2018-01-04,2018-01-04 21:02:00,125.0,
2018-01-04,2018-01-04 21:15:00,-999.0,
2018-01-05,2018-01-05 08:55:00,-999.0,
2018-01-05,2018-01-05 08:58:00,5.0,
2018-01-05,2018-01-05 09:02:00,30.0,
2018-01-05,2018-01-05 09:09:00,30.0,
2018-01-05,2018-01-05 09:12:00,45.0,
2018-01-05,2018-01-05 09:13:00,55.0,
2018-01-05,2018-01-05 09:18:00,55.0,
2018-01-05,2018-01-05 09:27:00,55.0,
2018-01-05,2018-01-05 09:33:00,55.0,
2018-01-05,2018-01-05 09:37:00,55.0,
2018-01-05,2018-01-05 09:44:00,55.0,
2018-01-05,2018-01-05 09:51:00,55.0,
2018-01-05,2018-01-05 10:02:00,55.0,
2018-01-05,2018-01-05 10:06:00,95.0,
2018-01-05,2018-01-05 10:13:00,105.0,
2018-01-05,2018-01-05 10:18:00,120.0,
2018-01-05,2018-01-05 09:30:00,,50.0
2018-01-05,2018-01-05 10:23:00,120.0,
2018-01-05,2018-01-05 10:31:00,125.0,
2018-01-05,2018-01-05 10:37:00,125.0,
2018-01-05,2018-01-05 10:44:00,120.0,
2018-01-05,2018-01-05 10:55:00,135.0,
2018-01-05,2018-01-05 10:58:00,135.0,
2018-01-05,2018-01-05 11:02:00,135.0,
2018-01-05,2018-01-05 11:09:00,135.0,
2018-01-05,2018-01-05 11:16:00,135.0,
2018-01-05,2018-01-05 11:23:00,135.0,
2018-01-05,2018-01-05 11:29:00,135.0,
2018-01-05,2018-01-05 11:37:00,90.0,
2018-01-05,2018-01-05 11:44:00,90.0,
2018-01-05,2018-01-05 11:53:00,90.0,
2018-01-05,2018-01-05 12:00:00,90.0,
2018-01-05,2018-01-05 12:04:00,90.0,
2018-01-05,2018-01-05 12:09:00,105.0,
2018-01-05,2018-01-05 12:24:00,105.0,
2018-01-05,2018-01-05 12:29:00,105.0,
2018-01-05,2018-01-05 12:31:00,105.0,
2018-01-05,2018-01-05 12:41:00,105.0,
2018-01-05,2018-01-05 12:46:00,105.0,
2018-01-05,2018-01-05 12:55:00,105.0,
2018-01-05,2018-01-05 12:58:00,105.0,
2018-01-05,2018-01-05 13:04:00,105.0,
2018-01-05,2018-01-05 13:09:00,105.0,
2018-01-05,2018-01-05 13:16:00,105.0,
2018-01-05,2018-01-05 13:23:00,125.0,
2018-01-05,2018-01-05 13:29:00,155.0,
2018-01-05,2018-01-05 13:37:00,155.0,
2018-01-05,2018-01-05 13:45:00,155.0,
2018-01-05,2018-01-05 13:46:00,155.0,
2018-01-05,2018-01-05 13:51:00,155.0,
2018-01-05,2018-01-05 14:00:00,155.0,
2018-01-05,2018-01-05 14:02:00,155.0,
2018-01-05,2018-01-05 14:11:00,155.0,
2018-01-05,2018-01-05 14:22:00,155.0,
2018-01-05,2018-01-05 14:25:00,155.0,
2018-01-05,2018-01-05 14:33:00,155.0,
2018-01-05,2018-01-05 14:35:00,155.0,
2018-01-05,2018-01-05 14:39:00,155.0,
2018-01-05,2018-01-05 14:46:00,135.0,
2018-01-05,2018-01-05 14:53:00,135.0,
2018-01-05,2018-01-05 14:58:00,120.0,
2018-01-05,2018-01-05 15:02:00,120.0,
2018-01-05,2018-01-05 15:11:00,120.0,
2018-01-05,2018-01-05 15:16:00,125.0,
2018-01-05,2018-01-05 15:27:00,130.0,
2018-01-05,2018-01-05 15:29:00,120.0,
2018-01-05,2018-01-05 15:39:00,115.0,
2018-01-05,2018-01-05 15:46:00,110.0,
2018-01-05,2018-01-05 15:51:00,105.0,
2018-01-05,2018-01-05 16:00:00,95.0,
